2026-06-18 13:46:20,031 | INFO | ======================================================================
2026-06-18 13:46:57,848 | INFO | [264.92s] Predicted palette (18 classes): Camera, Waves, surf, Walk, footsteps, Wind chime, Wind, Sound effect...
2026-06-18 13:46:57,897 | INFO | [266.40s] Predicted palette (18 classes): Walk, footsteps, Rustling leaves, Waves, surf, Wind, Waterfall, Roar...
2026-06-18 13:46:57,930 | INFO | [267.88s] Predicted palette (18 classes): Waves, surf, Civil defense siren, Wind instrument, woodwind instrument, Wind, Clatter, Static...
2026-06-18 13:46:57,962 | INFO | [269.36s] Predicted palette (18 classes): Music of Bollywood, Wind, Boat, Water vehicle, A capella, Waves, surf, Wood block...
2026-06-18 13:46:58,003 | INFO | [270.84s] Predicted palette (18 classes): Wind, Train whistle, Wind instrument, woodwind instrument, Wind chime, Wood, Waves, surf...
2026-06-18 13:46:58,043 | INFO | [272.32s] Predicted palette (18 classes): Wind, Waves, surf, White noise, Breathing, Reverberation, Train whistle...
2026-06-18 13:46:58,077 | INFO | [273.80s] Predicted palette (18 classes): Female singing, Wind chime, Wind instrument, woodwind instrument, Wind, Civil defense siren, A capella...
2026-06-18 13:46:58,109 | INFO | [275.28s] Predicted palette (18 classes): Wind instrument, woodwind instrument, Plucked string instrument, Sound effect, Musical instrument, Flute, Waves, surf...
2026-06-18 13:46:58,158 | INFO | [276.76s] Predicted palette (18 classes): Waves, surf, Clatter, Wind instrument, woodwind instrument, Wind, White noise, Sine wave...
2026-06-18 13:46:58,271 | INFO | [278.24s] Predicted palette (18 classes): Sine wave, Waves, surf, Civil defense siren, Wind, Lullaby, Battle cry...
2026-06-18 13:46:58,402 | INFO | [279.72s] Predicted palette (18 classes): Wind chime, Waves, surf, Lullaby, Wind, Cheering, Civil defense siren...
2026-06-18 13:46:58,507 | INFO | [281.20s] Predicted palette (18 classes): Female singing, Wind chime, Sine wave, Sound effect, Waves, surf, Chorus effect...
2026-06-18 13:46:58,558 | INFO | [282.68s] Predicted palette (18 classes): Music of Bollywood, Female singing, Music of Asia, Mantra, Wind chime, Traditional music...
2026-06-18 13:46:58,609 | INFO | [284.16s] Predicted palette (18 classes): Waves, surf, Sine wave, Female singing, Wind chime, Sound effect, Chorus effect...
2026-06-18 13:46:58,690 | INFO | [285.64s] Predicted palette (18 classes): Wind chime, Wedding music, Wind, Church bell, Camera, Waves, surf...
2026-06-18 13:46:58,745 | INFO | [287.12s] Predicted palette (18 classes): Female singing, Wind chime, Waves, surf, Outside, rural or natural, Tubular bells, Wind...
2026-06-18 13:46:58,778 | INFO | [288.60s] Predicted palette (18 classes): Camera, Traditional music, Music of Bollywood, Waves, surf, Female singing, A capella...
2026-06-18 13:46:58,831 | INFO | [290.08s] Predicted palette (18 classes): Traditional music, Wind chime, A capella, Music of Bollywood, Chirp tone, Female singing...
2026-06-18 13:46:58,868 | INFO | [291.56s] Predicted palette (18 classes): Traditional music, Female singing, A capella, Music of Bollywood, Harp, Mantra...
2026-06-18 13:46:58,913 | INFO | [293.04s] Predicted palette (18 classes): Camera, Trance music, Music of Bollywood, Female singing, Sine wave, A capella...
2026-06-18 13:46:58,956 | INFO | [294.52s] Predicted palette (18 classes): Sine wave, Waves, surf, Trance music, Music of Asia, Music of Bollywood, French horn...
2026-06-18 13:46:58,984 | INFO | [296.00s] Predicted palette (18 classes): Music of Bollywood, Music of Asia, Wind chime, Mantra, Insect, Ringtone...
2026-06-18 13:46:59,026 | INFO | [297.48s] Predicted palette (18 classes): Music of Bollywood, Music of Asia, A capella, Sine wave, Cricket, Middle Eastern music...
2026-06-18 13:46:59,074 | INFO | [298.96s] Predicted palette (18 classes): Music of Bollywood, Music of Asia, Tabla, A capella, Camera, Sine wave...
2026-06-18 13:46:59,111 | INFO | [300.44s] Predicted palette (18 classes): Music of Bollywood, Music of Asia, French horn, Wind chime, A capella, Clatter...
2026-06-18 13:46:59,152 | INFO | [301.92s] Predicted palette (18 classes): White noise, Wind, Wind chime, Ambulance (siren), Wind instrument, woodwind instrument, Rustling leaves...
2026-06-18 13:46:59,210 | INFO | [303.40s] Predicted palette (18 classes): White noise, Waves, surf, Camera, Wind instrument, woodwind instrument, Wind chime, Wind...
2026-06-18 13:46:59,276 | INFO | [304.88s] Predicted palette (18 classes): White noise, Wind, Wind chime, Wind instrument, woodwind instrument, Female singing, Rustling leaves...
2026-06-18 13:46:59,340 | INFO | [306.36s] Predicted palette (18 classes): Wedding music, Wind chime, Sine wave, Lullaby, Cheering, Wind...
2026-06-18 13:46:59,427 | INFO | [307.84s] Predicted palette (18 classes): Wedding music, Traditional music, French horn, Wind chime, Music of Asia, Trance music...
2026-06-18 13:46:59,495 | INFO | [309.32s] Predicted palette (18 classes): Waves, surf, Sound effect, Sine wave, Wedding music, Cheering, Chorus effect...
2026-06-18 13:46:59,548 | INFO | [310.80s] Predicted palette (18 classes): Music of Bollywood, Music of Asia, Camera, A capella, Wind chime, Mantra...
2026-06-18 13:46:59,589 | INFO | [312.28s] Predicted palette (18 classes): Wedding music, Sine wave, Wind chime, Lullaby, Waves, surf, Ringtone...
2026-06-18 13:46:59,642 | INFO | [313.76s] Predicted palette (18 classes): Sine wave, Trance music, Waves, surf, Music of Bollywood, Music of Asia, Lullaby...
2026-06-18 13:46:59,643 | INFO | Built scene-first palette index from 213 vision log entries.
2026-06-18 13:46:59,643 | INFO | Extracting audio from: data\Bharat_Ek_Khoj_Ep_016_without_cc.mp4
2026-06-18 13:47:01,151 | INFO | Running PANNs against scene-predicted palettes (one best match per window)...
2026-06-18 13:48:11,057 | INFO | Raw candidate events after per-class thresholding: 1296
2026-06-18 13:48:11,057 | INFO | After per-label dedup: 395
2026-06-18 13:48:11,057 | INFO |   0.00s | Environmental noise                        | raw=0.399 | adj=0.399 | palette=0.000 | combined=0.219 | speech=0.00 | scene='The image is a black background with white text in Hindi. The text rea' | ACCEPTED
2026-06-18 13:48:12,894 | INFO |   0.20s | Bird                                       | raw=0.277 | adj=0.277 | palette=0.000 | combined=0.152 | speech=0.00 | scene='The image is a black background with white text in Hindi. The text rea' | skipped
2026-06-18 13:48:12,894 | INFO |   1.40s | Animal                                     | raw=0.179 | adj=0.179 | palette=0.000 | combined=0.098 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:12,894 | INFO |   2.60s | Bird                                       | raw=0.556 | adj=0.556 | palette=0.000 | combined=0.306 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | ACCEPTED
2026-06-18 13:48:13,001 | INFO |   4.20s | Outside, rural or natural                  | raw=0.107 | adj=0.107 | palette=0.271 | combined=0.180 | speech=0.00 | scene='The image shows a group of people walking through a dense forest. The ' | ACCEPTED
2026-06-18 13:48:13,096 | INFO |   4.40s | Chicken, rooster                           | raw=0.295 | adj=0.295 | palette=0.000 | combined=0.163 | speech=0.00 | scene='The image shows a group of people walking through a dense forest. The ' | ACCEPTED
2026-06-18 13:48:13,186 | INFO |   4.60s | Bird                                       | raw=0.370 | adj=0.370 | palette=0.000 | combined=0.204 | speech=0.00 | scene='The image shows a group of people walking through a dense forest. The ' | ACCEPTED
2026-06-18 13:48:13,284 | INFO |   5.60s | Duck                                       | raw=0.419 | adj=0.419 | palette=0.000 | combined=0.231 | speech=0.00 | scene='The image shows a person walking through a dense forest. The person is' | ACCEPTED
2026-06-18 13:48:13,368 | INFO |   5.80s | Animal                                     | raw=0.224 | adj=0.224 | palette=0.000 | combined=0.123 | speech=0.00 | scene='The image shows a person walking through a dense forest. The person is' | skipped
2026-06-18 13:48:13,368 | INFO |   6.40s | Bird                                       | raw=0.263 | adj=0.263 | palette=0.000 | combined=0.144 | speech=0.00 | scene='The image shows a person walking through a dense forest. The person is' | skipped
2026-06-18 13:48:13,368 | INFO |   7.20s | Outside, rural or natural                  | raw=0.070 | adj=0.070 | palette=0.268 | combined=0.159 | speech=0.00 | scene='The image shows a group of people walking through a dense forest. The ' | skipped
2026-06-18 13:48:13,368 | INFO |   7.80s | Bird                                       | raw=0.173 | adj=0.173 | palette=0.000 | combined=0.095 | speech=0.00 | scene='The image shows a group of people walking through a dense forest. The ' | skipped
2026-06-18 13:48:13,383 | INFO |   8.60s | Animal                                     | raw=0.166 | adj=0.166 | palette=0.000 | combined=0.091 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:13,383 | INFO |  10.40s | Radio                                      | raw=0.133 | adj=0.133 | palette=0.000 | combined=0.073 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a forest scene ' | skipped
2026-06-18 13:48:13,383 | INFO |  11.20s | Inside, small room                         | raw=0.086 | adj=0.086 | palette=0.000 | combined=0.047 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:13,383 | INFO |  12.20s | Radio                                      | raw=0.090 | adj=0.090 | palette=0.000 | combined=0.050 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:13,383 | INFO |  12.80s | Music                                      | raw=0.206 | adj=0.206 | palette=0.000 | combined=0.113 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:13,383 | INFO |  13.60s | Animal                                     | raw=0.093 | adj=0.093 | palette=0.000 | combined=0.051 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:13,383 | INFO |  14.20s | Inside, small room                         | raw=0.069 | adj=0.069 | palette=0.000 | combined=0.038 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:13,383 | INFO |  15.20s | Radio                                      | raw=0.170 | adj=0.170 | palette=0.000 | combined=0.093 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:13,383 | INFO |  16.40s | Insect                                     | raw=0.102 | adj=0.102 | palette=0.000 | combined=0.056 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. In the cent' | skipped
2026-06-18 13:48:13,383 | INFO |  16.60s | Bird                                       | raw=0.134 | adj=0.134 | palette=0.000 | combined=0.074 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. In the cent' | skipped
2026-06-18 13:48:13,383 | INFO |  16.80s | Animal                                     | raw=0.111 | adj=0.111 | palette=0.000 | combined=0.061 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. In the cent' | skipped
2026-06-18 13:48:13,383 | INFO |  17.00s | Outside, rural or natural                  | raw=0.081 | adj=0.081 | palette=0.272 | combined=0.167 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. In the cent' | ACCEPTED
2026-06-18 13:48:13,483 | INFO |  17.60s | Radio                                      | raw=0.133 | adj=0.133 | palette=0.000 | combined=0.073 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:13,483 | INFO |  18.20s | Music                                      | raw=0.224 | adj=0.224 | palette=0.000 | combined=0.123 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. The trees h' | skipped
2026-06-18 13:48:13,483 | INFO |  19.60s | Radio                                      | raw=0.101 | adj=0.101 | palette=0.000 | combined=0.055 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. In the cent' | skipped
2026-06-18 13:48:13,483 | INFO |  20.20s | Outside, rural or natural                  | raw=0.108 | adj=0.108 | palette=0.276 | combined=0.184 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. In the cent' | ACCEPTED
2026-06-18 13:48:13,569 | INFO |  20.80s | Animal                                     | raw=0.337 | adj=0.337 | palette=0.000 | combined=0.185 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. In the cent' | ACCEPTED
2026-06-18 13:48:13,677 | INFO |  21.00s | Wild animals                               | raw=0.473 | adj=0.473 | palette=0.000 | combined=0.260 | speech=0.00 | scene='The image shows a dense forest with tall trees and bushes. In the cent' | ACCEPTED
2026-06-18 13:48:13,784 | INFO |  23.60s | Radio                                      | raw=0.074 | adj=0.074 | palette=0.000 | combined=0.041 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:13,784 | INFO |  24.20s | Bird                                       | raw=0.172 | adj=0.172 | palette=0.000 | combined=0.095 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:13,784 | INFO |  24.40s | Animal                                     | raw=0.484 | adj=0.484 | palette=0.000 | combined=0.267 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | ACCEPTED
2026-06-18 13:48:13,900 | INFO |  25.60s | Radio                                      | raw=0.107 | adj=0.107 | palette=0.000 | combined=0.059 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a person standi' | skipped
2026-06-18 13:48:13,900 | INFO |  26.20s | Music                                      | raw=0.443 | adj=0.443 | palette=0.000 | combined=0.244 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a person walkin' | ACCEPTED
2026-06-18 13:48:14,022 | INFO |  28.00s | Music                                      | raw=0.232 | adj=0.232 | palette=0.000 | combined=0.128 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a person standi' | skipped
2026-06-18 13:48:14,022 | INFO |  28.20s | Radio                                      | raw=0.065 | adj=0.065 | palette=0.000 | combined=0.036 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a person standi' | skipped
2026-06-18 13:48:14,022 | INFO |  29.00s | Animal                                     | raw=0.684 | adj=0.684 | palette=0.000 | combined=0.376 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | ACCEPTED
2026-06-18 13:48:14,118 | INFO |  30.20s | Music                                      | raw=0.218 | adj=0.218 | palette=0.000 | combined=0.120 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:14,118 | INFO |  30.40s | Roar                                       | raw=0.060 | adj=0.060 | palette=0.272 | combined=0.156 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a group of peop' | skipped
2026-06-18 13:48:14,118 | INFO |  30.80s | Animal                                     | raw=0.310 | adj=0.310 | palette=0.000 | combined=0.171 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a group of peop' | ACCEPTED
2026-06-18 13:48:14,240 | INFO |  32.20s | Frog                                       | raw=0.103 | adj=0.103 | palette=0.000 | combined=0.057 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:14,240 | INFO |  32.40s | Animal                                     | raw=0.182 | adj=0.182 | palette=0.000 | combined=0.100 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:14,240 | INFO |  33.20s | Bird                                       | raw=0.284 | adj=0.284 | palette=0.000 | combined=0.156 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:14,240 | INFO |  33.60s | Animal                                     | raw=0.239 | adj=0.239 | palette=0.000 | combined=0.132 | speech=0.00 | scene='The image is a still from a video titled "WAVES OT FOR SLO". It shows ' | skipped
2026-06-18 13:48:14,240 | INFO |  34.40s | Rodents, rats, mice                        | raw=0.262 | adj=0.262 | palette=0.000 | combined=0.144 | speech=0.00 | scene='The image is a still from a video titled "WAVES OT FOR SLO". It shows ' | skipped
2026-06-18 13:48:14,240 | INFO |  35.00s | Bird                                       | raw=0.332 | adj=0.332 | palette=0.000 | combined=0.183 | speech=0.00 | scene='The image is a still from a music video for the song "WAVES OTT FOR SL' | ACCEPTED
2026-06-18 13:48:14,353 | INFO |  35.60s | Environmental noise                        | raw=0.301 | adj=0.301 | palette=0.000 | combined=0.166 | speech=0.00 | scene='The image is a still from a music video for the song "WAVES OTT FOR SL' | ACCEPTED
2026-06-18 13:48:14,477 | INFO |  37.20s | Animal                                     | raw=0.353 | adj=0.353 | palette=0.000 | combined=0.194 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a person standi' | ACCEPTED
2026-06-18 13:48:14,602 | INFO |  37.40s | Bird                                       | raw=0.382 | adj=0.382 | palette=0.000 | combined=0.210 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a person standi' | ACCEPTED
2026-06-18 13:48:14,739 | INFO |  38.20s | Fowl                                       | raw=0.534 | adj=0.534 | palette=0.000 | combined=0.294 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a man standing ' | ACCEPTED
2026-06-18 13:48:14,864 | INFO |  38.80s | Alarm                                      | raw=0.128 | adj=0.128 | palette=0.000 | combined=0.070 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a man standing ' | skipped
2026-06-18 13:48:14,864 | INFO |  39.60s | Animal                                     | raw=0.178 | adj=0.178 | palette=0.000 | combined=0.098 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a person walkin' | skipped
2026-06-18 13:48:14,866 | INFO |  39.80s | Bird                                       | raw=0.234 | adj=0.234 | palette=0.000 | combined=0.129 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a person walkin' | skipped
2026-06-18 13:48:14,866 | INFO |  41.00s | Duck                                       | raw=0.589 | adj=0.589 | palette=0.000 | combined=0.324 | speech=0.00 | scene='The image shows a group of people walking through a dense forest. The ' | ACCEPTED
2026-06-18 13:48:15,017 | INFO |  41.20s | Bird                                       | raw=0.647 | adj=0.647 | palette=0.000 | combined=0.356 | speech=0.00 | scene='The image shows a group of people walking through a dense forest. The ' | ACCEPTED
2026-06-18 13:48:15,253 | INFO |  42.00s | Animal                                     | raw=0.222 | adj=0.222 | palette=0.000 | combined=0.122 | speech=0.00 | scene='The image shows a group of people walking through a dense forest. The ' | skipped
2026-06-18 13:48:15,255 | INFO |  42.40s | Environmental noise                        | raw=0.271 | adj=0.271 | palette=0.000 | combined=0.149 | speech=0.00 | scene='The image shows two people, a man and a woman, walking through a dense' | skipped
2026-06-18 13:48:15,255 | INFO |  43.00s | Bird                                       | raw=0.384 | adj=0.384 | palette=0.000 | combined=0.211 | speech=0.00 | scene='The image shows two people, a man and a woman, walking through a dense' | ACCEPTED
2026-06-18 13:48:15,451 | INFO |  43.80s | Animal                                     | raw=0.247 | adj=0.247 | palette=0.000 | combined=0.136 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:15,451 | INFO |  44.20s | Bird                                       | raw=0.229 | adj=0.229 | palette=0.000 | combined=0.126 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:15,451 | INFO |  45.20s | Environmental noise                        | raw=0.295 | adj=0.295 | palette=0.000 | combined=0.162 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a group of peop' | ACCEPTED
2026-06-18 13:48:15,649 | INFO |  45.80s | Animal                                     | raw=0.330 | adj=0.330 | palette=0.000 | combined=0.181 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a group of peop' | ACCEPTED
2026-06-18 13:48:15,801 | INFO |  46.40s | Water                                      | raw=0.144 | adj=0.144 | palette=0.000 | combined=0.079 | speech=0.00 | scene='The image is a still from a movie or TV show. It shows a group of peop' | skipped
2026-06-18 13:48:15,801 | INFO |  47.00s | Animal                                     | raw=0.192 | adj=0.192 | palette=0.000 | combined=0.105 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLO". It shows' | skipped
2026-06-18 13:48:15,806 | INFO |  48.20s | Bird                                       | raw=0.229 | adj=0.229 | palette=0.000 | combined=0.126 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:15,806 | INFO |  48.80s | Turkey                                     | raw=0.226 | adj=0.226 | palette=0.000 | combined=0.124 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:15,806 | INFO |  49.20s | Animal                                     | raw=0.262 | adj=0.262 | palette=0.000 | combined=0.144 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:15,806 | INFO |  49.40s | Environmental noise                        | raw=0.172 | adj=0.172 | palette=0.000 | combined=0.094 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | skipped
2026-06-18 13:48:15,806 | INFO |  49.60s | Water                                      | raw=0.151 | adj=0.151 | palette=0.000 | combined=0.083 | speech=0.00 | scene='The image is a black and white photograph of a forest at night. The tr' | skipped
2026-06-18 13:48:15,806 | INFO |  49.80s | Bird                                       | raw=0.204 | adj=0.204 | palette=0.000 | combined=0.113 | speech=0.00 | scene='The image is a black and white photograph of a forest at night. The tr' | skipped
2026-06-18 13:48:15,806 | INFO |  50.80s | Animal                                     | raw=0.314 | adj=0.314 | palette=0.000 | combined=0.172 | speech=0.00 | scene='The image is a black and white photograph of a forest at night. The tr' | ACCEPTED
2026-06-18 13:48:15,941 | INFO |  52.00s | Turkey                                     | raw=0.304 | adj=0.304 | palette=0.000 | combined=0.167 | speech=0.00 | scene='The image is a dark and eerie scene with a blurred background. In the ' | ACCEPTED
2026-06-18 13:48:16,152 | INFO |  53.40s | Animal                                     | raw=0.344 | adj=0.344 | palette=0.000 | combined=0.189 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | ACCEPTED
2026-06-18 13:48:16,295 | INFO |  53.60s | Rodents, rats, mice                        | raw=0.436 | adj=0.436 | palette=0.000 | combined=0.240 | speech=0.00 | scene='The image is a still from a video titled "WAVES OTT FOR SLC". It shows' | ACCEPTED
2026-06-18 13:48:16,431 | INFO |  55.40s | Animal                                     | raw=0.475 | adj=0.475 | palette=0.000 | combined=0.261 | speech=0.00 | scene='The image is a still from a video. It shows two people, a man and a wo' | ACCEPTED
2026-06-18 13:48:16,601 | INFO |  55.80s | Insect                                     | raw=0.081 | adj=0.081 | palette=0.000 | combined=0.045 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:16,601 | INFO |  56.80s | Animal                                     | raw=0.327 | adj=0.327 | palette=0.000 | combined=0.180 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | ACCEPTED
2026-06-18 13:48:16,786 | INFO |  57.00s | Bird flight, flapping wings                | raw=0.164 | adj=0.164 | palette=0.000 | combined=0.090 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:16,786 | INFO |  57.60s | Vehicle                                    | raw=0.066 | adj=0.066 | palette=0.000 | combined=0.036 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:16,786 | INFO |  58.60s | Environmental noise                        | raw=0.248 | adj=0.248 | palette=0.000 | combined=0.137 | speech=0.00 | scene='The image shows two women standing in a field of tall grass and bushes' | skipped
2026-06-18 13:48:16,786 | INFO |  58.80s | Animal                                     | raw=0.271 | adj=0.271 | palette=0.000 | combined=0.149 | speech=0.00 | scene='The image shows two women standing in a field of tall grass and bushes' | skipped
2026-06-18 13:48:16,786 | INFO |  59.60s | Vehicle                                    | raw=0.074 | adj=0.074 | palette=0.000 | combined=0.041 | speech=0.00 | scene='The image shows two women standing in a field of tall grass and bushes' | skipped
2026-06-18 13:48:16,786 | INFO |  60.40s | Animal                                     | raw=0.726 | adj=0.726 | palette=0.000 | combined=0.399 | speech=0.00 | scene='The image shows two women walking in a field of tall grass and bushes.' | ACCEPTED
2026-06-18 13:48:16,960 | INFO |  62.00s | Outside, rural or natural                  | raw=0.157 | adj=0.157 | palette=0.222 | combined=0.186 | speech=0.00 | scene='The image shows two women walking in a field of tall grass and bushes.' | ACCEPTED
2026-06-18 13:48:17,110 | INFO |  64.00s | Inside, small room                         | raw=0.122 | adj=0.122 | palette=0.000 | combined=0.067 | speech=0.00 | scene='The image shows two women standing in a field of tall grass and bushes' | skipped
2026-06-18 13:48:17,110 | INFO |  64.40s | Animal                                     | raw=0.296 | adj=0.296 | palette=0.000 | combined=0.163 | speech=0.00 | scene='The image shows two women standing in a field of tall grass and bushes' | ACCEPTED
2026-06-18 13:48:17,305 | INFO |  65.40s | Inside, small room                         | raw=0.162 | adj=0.162 | palette=0.000 | combined=0.089 | speech=0.00 | scene='The image shows two women standing in a field of tall grass and bushes' | skipped
2026-06-18 13:48:17,307 | INFO |  66.00s | Pour                                       | raw=0.113 | adj=0.113 | palette=0.000 | combined=0.062 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:17,307 | INFO |  66.80s | Animal                                     | raw=0.263 | adj=0.263 | palette=0.000 | combined=0.145 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:17,307 | INFO |  67.00s | Outside, rural or natural                  | raw=0.079 | adj=0.079 | palette=0.207 | combined=0.137 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:17,307 | INFO |  67.40s | Vehicle                                    | raw=0.135 | adj=0.135 | palette=0.000 | combined=0.074 | speech=0.00 | scene='The image shows a man and a woman walking in a field. The man is weari' | skipped
2026-06-18 13:48:17,307 | INFO |  67.80s | Chicken, rooster                           | raw=0.462 | adj=0.462 | palette=0.000 | combined=0.254 | speech=0.00 | scene='The image shows a man and a woman walking in a field. The man is weari' | ACCEPTED
2026-06-18 13:48:17,494 | INFO |  68.00s | Animal                                     | raw=0.336 | adj=0.336 | palette=0.000 | combined=0.185 | speech=0.00 | scene='The image shows a man and a woman walking in a field. The man is weari' | ACCEPTED
2026-06-18 13:48:17,658 | INFO |  70.20s | Bird                                       | raw=0.233 | adj=0.233 | palette=0.000 | combined=0.128 | speech=0.00 | scene='The image shows a man and a woman standing in a field of tall grass. T' | skipped
2026-06-18 13:48:17,658 | INFO |  70.60s | Animal                                     | raw=0.399 | adj=0.399 | palette=0.000 | combined=0.219 | speech=0.00 | scene='The image shows two women standing in a field of tall grass and bushes' | ACCEPTED
2026-06-18 13:48:17,820 | INFO |  72.20s | Radio                                      | raw=0.067 | adj=0.067 | palette=0.000 | combined=0.037 | speech=0.00 | scene='The image shows a man and a woman standing in a field of tall grass. T' | skipped
2026-06-18 13:48:17,820 | INFO |  72.60s | Insect                                     | raw=0.183 | adj=0.183 | palette=0.000 | combined=0.101 | speech=0.00 | scene='The image shows a man and a woman standing in a field of tall grass. T' | skipped
2026-06-18 13:48:17,820 | INFO |  72.80s | Animal                                     | raw=0.243 | adj=0.243 | palette=0.000 | combined=0.134 | speech=0.00 | scene='The image shows a man and a woman standing in a field of tall grass. T' | skipped
2026-06-18 13:48:17,820 | INFO |  73.40s | Snake                                      | raw=0.128 | adj=0.128 | palette=0.000 | combined=0.070 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:17,822 | INFO |  74.20s | Animal                                     | raw=0.214 | adj=0.214 | palette=0.000 | combined=0.117 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:17,822 | INFO |  74.40s | Honk                                       | raw=0.078 | adj=0.078 | palette=0.240 | combined=0.151 | speech=0.00 | scene='The image shows two people, a man and a woman, standing in a field of ' | skipped
2026-06-18 13:48:17,822 | INFO |  75.60s | Inside, small room                         | raw=0.062 | adj=0.062 | palette=0.000 | combined=0.034 | speech=0.00 | scene='The image shows a man and a woman standing in a field of tall grass. T' | skipped
2026-06-18 13:48:17,823 | INFO |  75.80s | Bird                                       | raw=0.149 | adj=0.149 | palette=0.218 | combined=0.180 | speech=0.00 | scene='The image shows a man and a woman standing in a field of tall grass. T' | ACCEPTED
